Name,Height,FederalStateid,Picture
Reiterkopf,1545,2,
Reiterkogel,1594,3,
Reitereck,2599,6,
Reiterboden,2034,2,
Reitberg,1134,2,
Reisskofel,2257,6,
Reisshorn,1467,3,
Reisseck,1459,8,
Reisseck,1779,8,
Reisseck,2591,6,
Reisnerkogel,351,9,
Reisalpe,1078,5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Reisalpe_vom_Hoeger.jpg/1000px-Reisalpe_vom_Hoeger.jpg
Reinischkogel,1245,8,
Reichkendlkopf,1769,2,
Reicheskogel,2183,3,
Reichenwaldberg,756,5,
Admonter Reichenstein,1978,8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Admonter_Reichenstein_2.jpg/1000px-Admonter_Reichenstein_2.jpg
Reichenstein,2107,8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Bild_Burg_Stadlern_2011_01.JPG/1000px-Bild_Burg_Stadlern_2011_01.JPG
Rehkogel,728,8,
Herndleck,1004,4,
Rehberg,721,5,
Rausch Kogel,1335,8,
Rauherstein,1636,8,
Rauher Kopf,1210,2,
Rauher Kopf,2650,2,
Rauherkogel,1789,2,
Rauchkopf,1546,6,
Rauchkögerl,1310,3,
Rauchkofel,1805,2,
Rauchkofel,2384,6,
Rauchenkopf,1989,2,
Raucheck,2042,3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Tennengebirge_SW.jpg/1000px-Tennengebirge_SW.jpg
Rastkogel,2572,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Rastkogel_gipfelaufbau_von_nordosten.jpg/1000px-Rastkogel_gipfelaufbau_von_nordosten.jpg
Rasing Berg,870,8,
Rappler,2465,2,
Rappen Spitze,1983,2,
Rappenseekopf,2417,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Rappenseekopf_Northface.JPG/1000px-Rappenseekopf_Northface.JPG
Rappelkogel,1886,8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Rappoldkogel_02.jpg/1000px-Rappoldkogel_02.jpg
Rann Berg,1186,3,
Rangger Köpfl,1593,2,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Rangger_K%C3%B6pfl_von_Nordwesten.JPG/1000px-Rangger_K%C3%B6pfl_von_Nordwesten.JPG
Rangen,1369,3,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Rangen%2C_Eglise_Saint-Martin.jpg/1000px-Rangen%2C_Eglise_Saint-Martin.jpg
Ramolkogel,3109,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Nederseitenjoch_latschferner_n%C3%B6rdlicher_gro%C3%9Fer_kleiner_ramolkogel_ramoljoch_spiegelferner.jpg/1000px-Nederseitenjoch_latschferner_n%C3%B6rdlicher_gro%C3%9Fer_kleiner_ramolkogel_ramoljoch_spiegelferner.jpg
Rainberg,483,3,
Ragstatt Joch,1501,2,
Radstädter Tauern,1270,3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Dachstein-Hunerkogel-Blick-07.jpg/1000px-Dachstein-Hunerkogel-Blick-07.jpg
Radmerhals,1282,8,
Radmer Alpe,989,8,
Radleck,2244,6,
Rabenwaldkogel,1200,8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Rabenwaldkogel_from_SE.jpg/1000px-Rabenwaldkogel_from_SE.jpg
Rabensau Berg,379,9,
Rabenkropf,346,9,
Rabantberg,1268,6,
Raasberg,1004,8,
Pyramidenkogel,837,6,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Maria_Woerth_01.jpg/1000px-Maria_Woerth_01.jpg
Prochenberg,1102,5,https://upload.wikimedia.org/wikipedia/commons/b/b5/Prochenberg.jpg
Priedröf,1903,6,
Pridou,1120,6,
Pribitz,1014,8,
Pretul,1643,8,
Pretal,1060,8,
Pressingberg,2268,6,
Presenberg,984,8,
Preiner Gscheid,999,8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Preiner_gscheid.jpg/1000px-Preiner_gscheid.jpg
Preineckkogel,1307,5,
Prefingkogel,721,4,
Predigtstuhl,1793,8,
Predigtstuhl,1168,8,
Predigtstuhl,1000,3,
Predigtstuhl,1974,8,
Predigstuhl,860,4,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/BadGoisern.JPG/1000px-BadGoisern.JPG
Predigberg,2399,2,
Preber,2690,3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Preber.jpg/1000px-Preber.jpg
Praxmarerkarspitze,2511,2,
Prankerhöhe,2060,8,
Praghorn,1746,3,
Prädi Berg,310,8,
Präbichl,1271,8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Praebichl_new_road_north.jpg/1000px-Praebichl_new_road_north.jpg
Pötschberg,1233,8,
Popler Kogel,1544,6,
Popberg,2323,3,
Polzberg,839,5,
Polster,1367,8,
Polster,1699,8,
Polster,1523,8,
Pöller Kogel,1369,8,
Pöllaberg,426,5,
Polinik,2443,6,
Polinik,2201,6,
Pohleshöhe,2397,2,
Plumsjoch,1956,2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Plumsjoch_%28rechts%29_und_die_Montscheinspitze.jpg/1000px-Plumsjoch_%28rechts%29_und_die_Montscheinspitze.jpg
Pletzen,2334,8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Pletzen.jpg/1000px-Pletzen.jpg
Plessigkopf,1349,1,
Plessberg,706,4,
Pleschnitzzinken,1950,8,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Pleschnitzzinken_0153.JPG/1000px-Pleschnitzzinken_0153.JPG
Pleschberg,1314,8,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Pleschberg_Haller_Mauern_20241101b.jpg/1000px-Pleschberg_Haller_Mauern_20241101b.jpg
Pleschberg,1589,8,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Pleschberg_Haller_Mauern_20241101b.jpg/1000px-Pleschberg_Haller_Mauern_20241101b.jpg
Plesch,829,8,
Plenge,2142,6,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Plenge_von_Wodmaier.jpg/1000px-Plenge_von_Wodmaier.jpg
Pleissnitzkogel,1905,3,
Plattspitzen,2547,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Plattspitze_NE.JPG/1000px-Plattspitze_NE.JPG
Plattnock,2242,6,
Platt Kogel,1434,3,
Platten Kopf,2674,2,
Plattenkogl,1782,3,
Platten Berg,838,4,
Platten,1307,3,
Plattachkopf,2267,6,
Plassen,1665,4,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Plassen_Hallst%C3%A4tter_Hochtal_20210918.jpg/1000px-Plassen_Hallst%C3%A4tter_Hochtal_20210918.jpg
Plankovitzspitze,2367,3,
Plankogel,2063,6,
Plagna,1569,6,
Planai,1823,8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Planai_from_N.jpg/1000px-Planai_from_N.jpg
Plackles,1116,5,
Placken,1786,8,
Pircheck,1590,3,
Pinkogel,1038,8,
Pilgerschrofen,1293,2,
Pichl Berg,603,5,
Pfrodlkopf,3010,2,
Pfennigberg,422,4,
Pfarrachhöhe,1735,3,
Pfannstein,1390,4,
Pfann Nock,2078,6,
Pfänder,1050,1,https://upload.wikimedia.org/wikipedia/de/thumb/6/68/Pf%C3%A4nder2.jpg/1000px-Pf%C3%A4nder2.jpg
Pfaffstättner Kogel,535,5,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Pfaffst%C3%A4ttner_Kogel.jpg/1000px-Pfaffst%C3%A4ttner_Kogel.jpg
Pfaffenstein,605,4,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Festung_Koenigstein_asv2023-01_img19_Aussicht.jpg/1000px-Festung_Koenigstein_asv2023-01_img19_Aussicht.jpg
Pfaffenstein,1247,8,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Festung_Koenigstein_asv2023-01_img19_Aussicht.jpg/1000px-Festung_Koenigstein_asv2023-01_img19_Aussicht.jpg
Pfaffeneck,570,8,
Pfaffeneck,2496,1,
Pezidkopf,2641,2,
Peuschelkopf,2461,2,
Peca,2083,6,
Petzeck,2998,6,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Petzeck_von_zietenkopf.jpg/1000px-Petzeck_von_zietenkopf.jpg
Peterkogel,950,8,
Petergupf,1508,4,
Pernecker Kogel,1062,4,
Permuthwand,1920,3,
Pendling,1478,2,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Pendling.jpg/1000px-Pendling.jpg
Peloschen,1652,6,
Peilstein,614,5,
Paulmauer,980,5,
Pauliberg,498,9,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Pauliberg_from_Museumsturm_Schwarzenbach02.jpg/1000px-Pauliberg_from_Museumsturm_Schwarzenbach02.jpg
Patteriol,2354,2,https://upload.wikimedia.org/wikipedia/commons/7/71/Verwall_Patteriol.jpg
Patschaberg,1254,8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Patschaberg_01.jpg/1000px-Patschaberg_01.jpg
Palnock,1864,6,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Mirnock_S%C3%BCdseite_10_2006.JPG/1000px-Mirnock_S%C3%BCdseite_10_2006.JPG
Pall Spitze,2114,2,
Palfnersee Kogel,2345,3,
Palfner Kogel,1156,3,
Paleitenkopf,1366,3,
Pailwand,956,3,
Padauner Kogl,1753,2,
Öttlberg,1251,4,
Großer Otter,1345,5,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Otter_Semmeringgebiet.jpg/1000px-Otter_Semmeringgebiet.jpg
Ötscher,1856,5,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Annaberg_-_%C3%96tscher%2C_Ostansicht.JPG/1000px-Annaberg_-_%C3%96tscher%2C_Ostansicht.JPG
Ostrawitz,1681,4,
Osterreich Berg,1098,3,
Olperer,3408,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Olperer_von_S%C3%BCdosten_mit_Normalweg%2C_Riepenkopf_und_Olpererh%C3%BCtte.jpg/1000px-Olperer_von_S%C3%BCdosten_mit_Normalweg%2C_Riepenkopf_und_Olpererh%C3%BCtte.jpg
Oisching,1414,8,
Ohniest Berg,814,5,
Öhler,878,5,
Offner Berg,1269,8,
Ödkarlekopf,2438,2,
Ochsner,3055,2,
Ochsenstand,2026,6,
Ochsenriegel,2116,3,
Ochsenreith,955,5,
Ochsenkopf,1332,8,
Ochsenkopf,1175,8,
Ochsenkopf,2209,2,
Ochsenkogel,1183,8,
Ochsenkogel,1184,8,
Ochsenkogel,1409,8,
Ochsenbergler Kopf,2660,2,
Ochsenberg,954,4,
Ochsenberg,1382,3,
Obristkopf,1034,3,
Oblitzen,2281,3,
Obersteinköpfl,830,3,
Obersberg,1332,5,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/ObersbergvomKuhschneeberg.jpg/1000px-ObersbergvomKuhschneeberg.jpg
Oberreintalschrofen,2375,2,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Oberreintalschrofen_S_%28Rauthh%29.JPG/1000px-Oberreintalschrofen_S_%28Rauthh%29.JPG
Ober Lavanter Kolben,1428,2,
Obere Wildgruben Spitze,2518,1,
Oberer Saubichl,473,5,
Oberer Fratres Berg,680,6,
Oberer Eisenkopf,2200,2,
Oberberg,1305,2,
Notten,1498,5,
Nösslachjoch,1719,2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/N%C3%B6sslachjoch_N.JPG/1000px-N%C3%B6sslachjoch_N.JPG
Norbert Höhe,1595,2,
Nöckel,1803,2,
Nockberg,1447,6,
Nob,1741,1,
Niklasberg,534,5,
Niederwechsel,1637,8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Wechsel_Satellitenbild.png/1000px-Wechsel_Satellitenbild.png
Nieder Schöckl,1090,8,
Niedere Künzelspitze,2088,1,
Niederjoch,2008,2,
Niederer Tauern,2462,3,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Kreuzkogel%2C_Sportgastein_01.JPG/1000px-Kreuzkogel%2C_Sportgastein_01.JPG
Neunernock,1083,6,
Neunerkopf,1771,3,
Neuberg,2257,6,
Nestbauern Riegel,691,5,
Neederkogl,2407,2,
Nederjoch,2001,2,
Nebelstein,917,5,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Gipfel_des_Nebelstein_%281017m%29.jpg/1000px-Gipfel_des_Nebelstein_%281017m%29.jpg
Nebelstein,732,5,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Gipfel_des_Nebelstein_%281017m%29.jpg/1000px-Gipfel_des_Nebelstein_%281017m%29.jpg
Nebelkareck,2190,3,
Nazogl,1874,8,
Natterwand,1320,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Blauberge_SW.JPG/1000px-Blauberge_SW.JPG
Narrenkogel,1649,2,
Napfenkogel,1967,10,
Nachtsöllberg,1791,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Nachts%C3%B6llberg_und_Gaisberg.jpg/1000px-Nachts%C3%B6llberg_und_Gaisberg.jpg
Muttekopf,2695,2,
Gaflunamutt,1761,1,
Murspitzen,1830,8,
Muntanitz,3133,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Kleiner_grosser_muntanitz_grad%C3%B6etzkees_munitanitzpalfen.jpg/1000px-Kleiner_grosser_muntanitz_grad%C3%B6etzkees_munitanitzpalfen.jpg
Mühlstein,969,3,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Schema_meule.svg/1000px-Schema_meule.svg.png
Mühlhauserhöhe,1952,3,
Mühlberg,686,5,
Mühlberg,762,8,
Mühlbachernock,1560,8,
Mugelkuppe,1383,8,
Muckenkogel,946,5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/MuckenkogelHinteralm.jpg/1000px-MuckenkogelHinteralm.jpg
Moserschlag,1193,8,
Mosermandl,2586,3,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Mosermandl.jpg/1000px-Mosermandl.jpg
Moser Kogel,1294,8,
Mosereck,886,4,
Mosereck,1694,3,
Möser Berg,1051,4,
Moschelitzen,2176,6,
Möschacher Wipfel,1547,6,
Mörsbachspitze,1796,8,
Morgenkogel,2256,2,
Moralpenkogel,1159,4,
Hinterer Mooskofel,2447,6,
Mooseck Höhe,1925,3,
Mondscheinspitze,2021,2,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Montscheinspitze_2106_m.jpg/1000px-Montscheinspitze_2106_m.jpg
Mönchsberg,453,3,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Salzburg_Kapuzinerberg_M%C3%B6nchsbergblick_-2583.jpg/1000px-Salzburg_Kapuzinerberg_M%C3%B6nchsbergblick_-2583.jpg
Möllkopf,2008,6,
Mokarspitze,2244,6,
Mohnenfluh,2507,1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Mohnenfluh1.JPG/1000px-Mohnenfluh1.JPG
Mohar,2442,6,
Mödringberg,1669,6,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Strassburg_Sankt_Peter_ob_Gurk_Landschaft_mit_Wiesen_und_W%C3%A4ldern_19072016_0236.jpg/1000px-Strassburg_Sankt_Peter_ob_Gurk_Landschaft_mit_Wiesen_und_W%C3%A4ldern_19072016_0236.jpg
Moderberg,907,5,
Mittlerer Zellerhut,1359,8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Zellerhuete_from_Zellerrain.jpg/1000px-Zellerhuete_from_Zellerrain.jpg
Mittlerer Ramolkogel,3053,2,
Mittlere Ödkarspitze,2678,2,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Oedkarspitzen.jpg/1000px-Oedkarspitzen.jpg
Mittlere Hintereisspitze,2791,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/HintereisspitzenFromN.jpg/1000px-HintereisspitzenFromN.jpg
Mitterriegel,961,8,
Mittergrotzen Spitze,1376,2,
Mittereckmauer,1052,4,
Mitterberg,636,8,
Mitterberg,394,5,
Mitterberg,1745,8,
Mitterberg,1419,3,
Mitterberg,1136,8,
Mitteralpe,1426,8,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Mitteralm%2C_F%C3%B6lzalm.jpg/1000px-Mitteralm%2C_F%C3%B6lzalm.jpg
Mittagsspitze,2285,6,
Mittagspitze,1043,6,
Mittagsnock,1333,6,
Mittagsnock,806,6,
Mittagskopf,2546,2,
Mittagskogel,834,5,
Mittagskofel,631,6,
Mittagskofel,2226,6,
Misseck,1807,6,
Mirnock,1867,6,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Mirnock_S%C3%BCdseite_10_2006.JPG/1000px-Mirnock_S%C3%BCdseite_10_2006.JPG
Millstätter Alpe,2031,6,https://upload.wikimedia.org/wikipedia/commons/f/f0/Obermillstatt_23_2006.jpg
Miessriegel,1091,8,
Miesljoch,2326,2,
Miesenberg,991,4,
Mieseck,1127,4,
Michelberg,325,5,
Meßnerin,1728,8,https://upload.wikimedia.org/wikipedia/commons/4/41/Trag%C3%B6%C3%9F-Me%C3%9FnerinFromSouth.jpg
Mentenkarspitze,1884,3,
Mellenkopf,2419,6,
Melcherspitz,2038,8,
Meiseleck,677,8,
Mehlstüblberg,948,8,
Mauthnereck,958,8,
Mauthner Alpe,1720,6,
Matzingthaler Höhe,882,5,
Matschacher Gupf,1485,6,
Masenberg,1243,8,https://upload.wikimedia.org/wikipedia/commons/1/16/MasenbergFromEast.jpg
Marterlkopf,1854,3,
Martennock,1264,6,
Marislwand,2381,3,
Marienberg,2515,2,https://upload.wikimedia.org/wikipedia/commons/2/24/Wappen_Marienberg_%28Erzgebirge%29.png
Maria Saaler Berg,681,6,
Maresenspitze,2719,6,
Marchkopf,2466,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Marchkopf_Blick_Nordost.JPG/1000px-Marchkopf_Blick_Nordost.JPG
Marbachhöhe,1707,3,
Mannsberg,1530,4,
Manlitz Kogel,1961,3,
Manhartsberg,485,5,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Kamp_krems.png/1000px-Kamp_krems.png
Mandlkogel,2243,3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Bischofsm%C3%BCtze_vom_Grie%C3%9Fenkareck_20260130.JPG/1000px-Bischofsm%C3%BCtze_vom_Grie%C3%9Fenkareck_20260130.JPG
Mandelstein,865,5,
Maldonkopf,2149,2,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Maldonkopf.jpg/1000px-Maldonkopf.jpg
Makernispitze,2378,6,
Maisberg,857,5,https://upload.wikimedia.org/wikipedia/commons/0/0b/Ybbsitz_im_Bezirk_AM.PNG
Maileskar Spitze,1742,2,
Mahlleiten Berg,491,5,
Mahdtalkogel,1073,8,
Magdalensberg,919,6,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Magdalensberg_Gipfelkirche_Westansicht_20122007_02.jpg/1000px-Magdalensberg_Gipfelkirche_Westansicht_20122007_02.jpg
Madritschengupf,1817,10,
Mahderkopf,1897,6,
Madererspitze,2205,1,
Madereck,818,8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Madereck_2012_copyright_Steininger_%2838%29_klein.JPG/1000px-Madereck_2012_copyright_Steininger_%2838%29_klein.JPG
Luxstein,1485,8,
Lutschaun,1015,8,
Lurgrotte,888,8,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Lurgrotte_Semriach.JPG/1000px-Lurgrotte_Semriach.JPG
Lunz Berg,853,5,
Lumkofel,2222,6,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Lumkofel.jpg/1000px-Lumkofel.jpg
Lugauer,2012,8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Lugauer_Hauptgipfel.jpg/1000px-Lugauer_Hauptgipfel.jpg
Lüftner Berg,696,4,
Loreck,1812,2,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Grab_von_Carl_Ludwig_Loreck_2024.jpg/1000px-Grab_von_Carl_Ludwig_Loreck_2024.jpg
Loreakopf,2024,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Loreakopf.jpg/1000px-Loreakopf.jpg
Lonitzberg,423,5,
Lones Kopf,2120,2,
Luibiskogel,2816,2,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/LuibiskogelFromSW.jpg/1000px-LuibiskogelFromSW.jpg
Lodron,1697,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/CoA_Lodron.svg/1000px-CoA_Lodron.svg.png
Lisgele Spitze,2129,6,
Lineck Berg,658,8,
Lindkogel,545,5,
Noerdliche Linderspitze,2303,2,
Linden Berg,660,5,
Lignitzhöhe,2044,8,
Liezener Eck,1225,8,
Lickerplanhöhe,1569,5,
Lichte Tanne,1039,3,
Lichtenberg,890,4,
Lesshöhe,2053,3,
Lerchwand,2083,3,
Lerch Kogel,657,8,
Lerchkogel,1151,8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Lerchkogel.jpg/1000px-Lerchkogel.jpg
Lerchkogel,695,8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Lerchkogel.jpg/1000px-Lerchkogel.jpg
Lercheck,770,8,
Lercheck,1295,3,
Leonsberg,1687,4,
Leobner,1474,8,
Lenzkogel,995,8,
Lenkenspitze,2091,6,
Leichenberg,638,8,
Lawinenstein,1188,8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Lawinenstein.JPG/1000px-Lawinenstein.JPG
Lavantspitze,2477,2,
Laucheck,1520,6,
Laubkogel,2185,3,
Lattermaißberg,441,5,
Latschur,2146,6,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Oberes_Drautal_Steinfeld_und_Latschur-Gruppe_16012011_333.jpg/1000px-Oberes_Drautal_Steinfeld_und_Latschur-Gruppe_16012011_333.jpg
Latschingkogel,1903,3,
Lasörling,3057,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Lasoerling.JPG/1000px-Lasoerling.JPG
Lärchriegel,2275,6,
Larcheck,1553,2,
Larchberg,1221,2,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Larchberg.jpg/1000px-Larchberg.jpg
Larainferner Spitze,2822,10,
Langweid Kogel,1775,3,
Langser Höhe,945,8,
Langschneid,2461,2,
Langlocker Mauer,1092,4,
Langer Berg,1090,4,
Langennock,1704,6,
Lamsen Spitze,1872,2,
Lampelhöhe,471,9,
Lakenkogel,1630,3,
Laka,1670,6,
Laitenkopf,1919,6,
Lahngangkogel,1654,8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Lahngangkogel_01.jpg/1000px-Lahngangkogel_01.jpg
Lehnerkopf,1867,10,
Lahnerhorn,1483,3,
Lahneck,1918,3,
Lagels Berg,1978,4,
Lackner Miesberg,2066,4,
Lackenberg,922,4,
Lacken Berg,878,8,
Lachalpe,1411,8,
Labenberg,1398,3,
Laba,1989,2,https://upload.wikimedia.org/wikipedia/commons/6/6d/Laba.jpg
Laaggers,1673,2,
Laa Berg,988,4,
Kuppel,1559,2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Istanbul_IMG_0347_%286291091856%29.jpg/1000px-Istanbul_IMG_0347_%286291091856%29.jpg
Kulmspitze,1091,4,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Ortsansicht_Mondsee_-_1.jpg/1000px-Ortsansicht_Mondsee_-_1.jpg
Kulmriegel,741,5,
Kulm Kogel,1132,8,
Kulmberg,1120,8,
Kulmberg,681,8,
Kuku,1383,6,
Kuhleitentörl,2274,2,
Kuhleitenkopf,2418,6,
Kühkarl,1973,3,
Kuhberg,610,5,
Kühberg,683,3,
Kuhberg,931,4,
Kühbacheck,1770,8,
Kuhalm,1710,6,
Küchelspitze,2668,2,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Kuchenspitze_von_Westen.jpg/1000px-Kuchenspitze_von_Westen.jpg
Krottenspitzen,2394,10,
Kröndlhorn,2376,3,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Kr%C3%B6ndlhorn_von_S%C3%BCdwesten.jpg/1000px-Kr%C3%B6ndlhorn_von_S%C3%BCdwesten.jpg
Krieriegel,591,9,
Kreuztaxen,1185,2,
Kreuzspitze,3112,2,
Kreuzspitze,1810,8,
Kreuzspitze,2418,6,
Kreuzschober,1279,8,
Kreuzkopf,2871,6,https://upload.wikimedia.org/wikipedia/commons/b/b7/KolbenOhneMitKreuzkopf.png
Kreuzkogel,1137,5,
Kreuz Kogel,734,8,
Kreuzkogel,1896,3,
Kreuzkogel,2015,3,
Kreuzkogel,2243,3,
Kreuzkogel,2654,3,
Kreuzkofel,2540,2,
Kreuzjoch,1773,2,
Kreuzjoch,2463,2,
Kreuzjoch,2565,2,
Kreuzjoch,2337,2,
Kreuzhöhe,1986,3,
Kreuzelhöhe,2315,6,
Kreuzecke,2708,2,
Kreuzeck,886,4,
Kreuzeck,1812,3,
Kreuzeck,2358,6,
Kreuzbühel,1923,6,
Kreuzberg,1527,10,
Kreuzberg,1497,6,
Kreuzberg,1016,5,
Kreuzberg,631,8,
Kreuz,1804,4,
Kreutherhöhe,1417,6,
Kressenberg,842,5,
Krenken Kogel,855,5,
Kremsmauer,1555,4,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Kremsmauer.jpg/1000px-Kremsmauer.jpg
Kremserkogel,745,8,
Kreischberg,1764,8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Kreischberg_panorama.jpg/1000px-Kreischberg_panorama.jpg
Kraxenkogel,1943,3,
Krautgartenkogel,1736,8,
Krauser Schöckl,975,8,
Kramkogel,2071,3,
Krahstein,1410,8,
Krähbergerzinken,1740,8,
Kragenjoch,1276,2,
Kojenstein,1287,1,
Kosterberg,1736,2,
Kösslberg,1615,5,
Korein,1812,3,
Koppen,973,3,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Horse_cribbing.jpg/1000px-Horse_cribbing.jpg
Königsleiten,2222,3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/K%C3%B6nigsleiten_wald_im_pinzgau.jpg/1000px-K%C3%B6nigsleiten_wald_im_pinzgau.jpg
Königskogel,1229,8,
Königsberg Horn,1508,3,
Königsbergereck,812,5,
Königsangerspitze,2052,6,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/K%C3%B6nigsangerspitze_mit_Radlsee.jpg/1000px-K%C3%B6nigsangerspitze_mit_Radlsee.jpg
Kompar,1729,2,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/20081011Kompar_von_Osten.jpg/1000px-20081011Kompar_von_Osten.jpg
Kolomannsberg,1111,3,https://upload.wikimedia.org/wikipedia/commons/4/4a/KolomannsbergFromWartenfelsSouth.jpg
Kolmnock,1832,6,
Kolmkarspitze,2250,3,
Kollmannsberg,946,4,
Kolbner Spitz,1143,6,
Kohlberg,700,4,
Kohlberg,1539,8,
Höherstein,1066,4,
Kogel,1076,5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Kogel_in_LUP.svg/1000px-Kogel_in_LUP.svg.png
Koflernock,2018,6,
Köderkopf,1933,6,
Kochofen,1627,8,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Kochofen.jpg/1000px-Kochofen.jpg
Kobesnock,1657,6,
Knotenberg,2063,6,
Knoten,1847,6,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Knoten_1.JPG/1000px-Knoten_1.JPG
